icao,iata,name,callsign,country,active
CHA,,Central Flying Service,CHARTER CENTRAL,United States,N
CEM,,Central Mongolia Airways,CENTRAL MONGOLIA,Mongolia,N
GLR,,Central Mountain Air,GLACIER,Canada,N
CQC,,Central Queensland Aviation College,,Australia,N
CSI,,Central Skyport,SKYPORT,United States,N
CLW,C0,Centralwings,CENTRALWINGS,Poland,Y
DTV,,Centre Airlines,DUTCH VALLEY,United States,N
CGS,,Centre of Applied Geodynamica,GEO CENTRE,Russia,N
CVC,J7,Centre-Avia,AVIACENTRE,Russia,N
CCV,,Centro De Helicopteros Corporativos,HELICORPORATIVO,Mexico,N
ACF,,Centro de Formacion Aeronautica de Canarias,FORCAN,Spain,N
CWC,WE,Centurion Air Cargo,CHALLENGE CARGO,United States,N
URY,,Century Aviation,CENTURY AVIA,Mexico,N
HAI,,Century Aviation International,,Canada,N
XAD,,Certified Air Dispatch,,United States,N
CER,,Cetraca Aviation Service,CETRACA,Democratic Republic of the Congo,N
IRU,,Chabahar Airlines,CHABAHAR,Iran,N
CLG,,Chalair Aviation,CHALLAIR,France,N
CHK,OP,Chalk's Ocean Airways,CHALKS,United States,N
CLS,,Challenge Air Transport,AIRISTO,Germany,N
CHS,,Challenge Aviation,CHALLENGE AVIATION,Australia,N
OFF,,Challenge International Airlines,CHALLENGE AIR,United States,N
CHG,,AC Challenge Aero,SKY CHALLENGER,Ukraine,N
CPH,,Champagne Airlines,CHAMPAGNE,France,N
CCP,MG,Champion Air,CHAMPION AIR,United States,N
NCH,,Chanchangi Airlines,CHANCHANGI,Nigeria,N
CGN,2Z,Changan Airlines,CHANGAN,China,N
CHN,,Channel Island Aviation,CHANNEL,United States,N
WML,,Chantilly Air,MARLIN,United States,N
CPL,,Chaparral Airlines,CHAPARRAL,United States,N
CSU,S8,Chari Aviation Services,CHARI SERVICE,Chad,N
CAH,,Charlan Air Charter,CHARLAN,South Africa,N
HMD,,Charlie Hammonds Flying Service,HAMMOND,United States,N
CGD,,Charlotte Air National Guard,,United States,N
CHW,,Charter Air,CHARTER WIEN,Austria,Y
HRT,,Chartright Air,CHARTRIGHT,Canada,N
CHQ,RP,Chautauqua Airlines,CHAUTAUQUA,United States,Y
CBB,,Cheboksary Airenterprise JSC,CHEBAIR,Russia,N
CHM,,Chemech Aviation,,Pakistan,N
CHZ,,Cherline,CHERL,Russia,N
CMK,,Chernomor-Avia,CHERAVIA,Russia,N
CBM,,Cherokee Express,BLUE MAX,United States,N
CCY,,Cherry Air,CHERRY,United States,N
CAB,,Chesapeake Air Service,CHESAPEAKE AIR,United States,N
CVR,,Chevron U.S.A,CHEVRON,United States,N
CYA,,Cheyenne Airways,CHEYENNE AIR,United States,N
CGO,,Chicago Air,WILD ONION,United States,N
WDY,C8,Chicago Express,WINDY CITY,United States,N
RAT,,Chief Rat Flight Services,RIVERRAT,South Africa,N
CCH,,Chilchota Taxi Aereo,CHILCHOTA,Mexico,N
DES,,Chilcotin Caribou Aviation,CHILCOTIN,Canada,N
CAD,,Chilliwack Aviation,CHILLIWACKAIR,Canada,N
ETN,,Chim-Nir Aviation,CHMINIR,Israel,N
CAL,CI,China Airlines,DYNASTY,Taiwan,Y
CKK,CK,China Cargo Airlines,CARGO KING,China,N
CES,MU,China Eastern Airlines,CHINA EASTERN,China,Y
HXA,,China Express Airlines,CHINA EXPRESS,China,N
CFA,,China Flying Dragon Aviation,FEILONG,China,N
CTH,,China General Aviation Corporation,TONGHANG,China,N
CAG,,China National Aviation Corporation,CHINA NATIONAL,China,N
CBF,CJ,China Northern Airlines,CHINA NORTHERN,China,N
CNW,WH,China Northwest Airlines,CHINA NORTHWEST,China,N
CHC,,China Ocean Helicopter Corporation,CHINA HELICOPTER,China,N
CYZ,8Y,China Postal Airlines,CHINA POST,China,N
CSN,CZ,China Southern Airlines,CHINA SOUTHERN,China,Y
CXN,,China Southwest Airlines,CHINA SOUTHWEST,China,N
CUA,HR,China United Airlines,LIANHANG,China,Y
CXH,XO,China Xinhua Airlines,XINHUA,China,N
CYH,3Q,Yunnan Airlines,YUNNAN,China,Y
CGU,,Chinguetti Airlines,CHINGUETTI,Mauritania,N
CEP,,Chipola Aviation,CHIPOLA,United States,N
CPW,,Chippewa Air Commuter,CHIPPEWA-AIR,United States,N
CHF,X7,Chitaavia,CHITA,Russia,N
CAS,,Christman Air System,CHRISTMAN,United States,N
OEC,,Christophorus Flugrettungsverein,CHRISTOPHORUS,Austria,N
CHO,,Chrome Air Services,CHROME AIR,United States,N
CHU,,Church Aircraft,CHURCHAIR,United States,N
CIU,A2,Cielos Airlines,CIELOS,Peru,N
CIM,QI,Cimber Air,CIMBER,Denmark,Y
RRU,,Cirrus,HELICIRRUS,Chile,N
NTS,,Cirrus Air,NITE STAR,United States,N
RUS,C9,Cirrus Airlines,CIRRUS AIR,Germany,Y
JTI,,Cirrus Middle East,,Lebanon,N
FIV,,Citationshares,FIVE STAR,United States,N
XCX,,Citibank,,United States,N
HZX,,Citic General Aviation,ZHONGXIN,China,N
SDR,CF,City Airline,SWEDESTAR,Sweden,Y
CIX,G3,City Connexion Airlines,CONNEXION,Burundi,Y
XBG,,City of Bangor,,United States,N
BCY,WX,CityJet,CITY-IRELAND,Ireland,Y
CAQ,,Cityair (Chester) Limited,AIR CHESTER,United Kingdom,N
CII,,Cityfly,CITYFLY,Italy,N
CFE,CJ,BA CityFlyer,FLYER,United Kingdom,Y
CNB,,Cityline Hungary,CITYHUN,Hungary,N
HSR,,Citylink Airlines,HOOSIER,United States,N
CIW,,Civair Airways,CIVFLIGHT,South Africa,N
BKR,,Civil Air Patrol South Carolina Wing,BOX KAR,United States,N
CAT,CT,Civil Air Transport,Mandarin,Taiwan,N
CIA,,Civil Aviation Authority,CALIMERA,Slovakia,N
CIV,,Civil Aviation Authority of New Zealand,CIVAIR,New Zealand,N
CBA,,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic,N
FMC,,Claessens International Limited,CLAESSENS,United Kingdom,N
CLK,,Clark Aviation,CLARKAIR,United States,N
CSF,,Clasair,CALEDONIAN,United Kingdom,N
CLY,,Clay Lacy Aviation,CLAY-LACY,United States,N
CGK,,Click Airways,CLICK AIR,Kyrgyzstan,Y
CLZ,,Cloud 9 Air Charters,CLOUDLINE,South Africa,N
CLD,,Clowes Estates Limited,CLOWES,United Kingdom,N
SDJ,,Club 328,SPACEJET,United Kingdom,N
ISG,6P,Club Air,CLUBAIR,Italy,N
CST,BX,Coast Air,COAST CENTER,Norway,N
TCL,,Coastal Air Transport,TRANS COASTAL,United States,N
CNG,,Coastal Airways,SID-AIR,United States,N
CSV,,Coastal Travels,COASTAL TRAVEL,Tanzania,N
CHL,,Cohlmia Aviation,COHLMIA,United States,N
OLR,,Colaereos,COLAEREOS,Ecuador,N
CLE,,Colemill Enterprises,COLEMILL,United States,N
CJC,9L,Colgan Air,COLGAN,United States,Y
CAE,,Colibri Aviation,HUMMINGBIRD,Canada,N
CCX,,Colt International,,United States,N
COL,,Columbia Airlines,COLAIR,Canada,N
WCO,,Columbia Helicopters,COLUMBIA HELI,United States,N
KLR,,Columbus Air Transport,KAY-LER,United States,N
GHP,,Colvin Aviation,GRASSHOPPER EX,United States,N
COM,OH,Comair,COMAIR,United States,Y
CAW,MN,Comair,COMMERCIAL,South Africa,Y
CDE,,Comed Group,COMEX,United Kingdom,N
CVV,,Comeravia,COMERAVIA,Venezuela,N
CRS,,Comercial Aerea,COMERCIAL AEREA,Mexico,N
CMG,,Comet Airlines,SUNSPY,Nigeria,N
FYN,,Comfort Air,FLYNN,Germany,N
CLA,,Comlux Aviation,COMLUX,Switzerland,N
CMH,,Commair Aviation,COMMODORE,United Kingdom,N
CTM,,Commandement Du Transport Aerien Militaire Francais,COTAM,France,N
CML,,Commander Air Charter,COMMANDAIR,Canada,N
CRM,,Commander Mexicana,COMMANDERMEX,Mexico,N
CMS,,Commercial Aviation,ACCESS,Canada,N
GAR,,Commodore Aviation,,Australia,N
CJS,,Commonwealth Jet Service,COMMONWEALTH,United States,N
UCA,C5,CommutAir,COMMUTAIR,United States,Y
CWK,KR,Comores Airlines,CONTICOM,Comoros,Y
CGR,,Compagnia Generale Ripreseaeree,COMPRIP,Italy,N
CMM,,Compagnie Aerienne du Mali,CAMALI,Mali,N
CPM,,Compagnie Mauritanienne Des Transports,,Mauritania,N
GIC,,Compagnie de Bauxites de Guinee,CEBEGE,Guinea,N
AIF,,Compania Aerea de Valencia,,Spain,N
ATF,,Compania Aerotecnicas Fotograficas,AEROTECNICAS,Spain,N
ASU,,Compania Boliviana de Transporte Aereo Privado Aerosur,S.A.,ASUR,N
LCT,,Compania De Actividades Y Servicios De Aviacion,STELLAIR,Spain,N
EJV,,Compania Ejecutiva,EJECUTIVA,Mexico,N
HSE,,Compania Helicopteros Del Sureste,HELISURESTE,Spain,N
MDR,,Compania Mexicana De Aeroplanos,AEROPLANOS,Mexico,N
MXC,GJ,Compania Mexicargo,MEXICARGO,Mexico,N
HSS,,Compania Transportes Aereos Del Sur,TAS HELICOPTEROS,Spain,N
TAV,,Compania de Servicios Aereos Tavisa,TAVISA,Spain,N
CYF,,Company Flight,COMPANY FLIGHT,Denmark,N
CPZ,CP,Compass Airlines,Compass Rose,United States,Y
CPS,,Compass International Airways,COMPASS,United Kingdom,N
XCO,,Compuflight Operations Service,,United States,N
XCS,,Compuserve Incorporated,,United States,N
CRC,,Conair Aviation,CONAIR-CANADA,Canada,N
COD,,Concordavia,CONCORDAVIA,Ukraine,N
CNR,,Condor Aero Services,CONAERO,United States,N
CIB,,Condor,CONDOR BERLIN,Germany,N
CFG,DE,Condor Flugdienst,CONDOR,Germany,Y
COF,,Confort Air,CONFORT,Canada,N
CAK,,Congo Air,,Bahamas,N
CGA,,Congressional Air,CONGRESSIONAL,United States,N
ROY,,Conifair Aviation,,Canada,N
BSN,,Connectair Charters,BASTION,Canada,N
CAC,,Conquest Airlines,CONQUEST AIR,United States,N
CXO,,Conroe Aviation Services,CONROE AIR,United States,N
CHP,6A,Consorcio Aviaxsa,AVIACSA,Mexico,Y
VCH,,Consorcio Helitec,CONSORCIO HELITEC,Venezuela,N
UZA,,Constanta Airline,CONSTANTA,Ukraine,N
KIS,C3,Contact Air,CONTACTAIR,Germany,Y
XCL,,Contel ASC,,United States,N
COA,CO,Continental Airlines,CONTINENTAL,United States,Y
PVV,PC,Continental Airways,CONTAIR,Russia,N
CMI,CS,Continental Micronesia,AIR MIKE,United States,Y
CON,,Continental Oil,CONOCO,United States,N
VCV,V0,Conviasa,CONVIASA,Venezuela,Y
CKA,,Cook Inlet Aviation,COOK-AIR,United States,N
SVY,,Cooper Aerial Surveys,SURVEYOR,United Kingdom,N
CMP,CM,Copa Airlines,COPA,Panama,Y
CAT,,Copenhagen Airtaxi,AIRCAT,Denmark,N
COP,,Copper State Air Service,COPPER STATE,United States,N
AAQ,,Copterline,COPTERLINE,Finland,Y
CCW,,Coptrade Air Transport,COPTRADE AIR,Sudan,N
CAI,,Corendon Airlines,CORENDON,Turkey,Y
CRA,,Coronado Aerolineas,CORAL,Colombia,N
CPB,,Corpac Canada,PENTA,Canada,N
CNC,,Corporacion Aereo Cencor,CENCOR,Mexico,N
CPG,,Corporacion Aeroangeles,CORPORANG,Mexico,N
CGY,,Corporacion Paraguaya De Aeronautica,,Paraguay,N
CPT,,Corporate Air,AIR SPUR,United States,N
CPR,,Corporate Air,CORPAIR,United States,N
CPO,,Corporate Aircraft Company,MOKAN,United States,N
COO,,Corporate Airlink,CORPORATE,Canada,N
CKE,,Corporate Aviation Services,CHECKMATE,United States,N
VHT,,Corporate Flight International,VEGAS HEAT,United States,N
VTE,,Corporate Flight Management,VOLUNTEER,United States,N
CJI,,Corporate Jets,SEA JET,United States,N
CRL,SS,Corsairfly,CORSAIR,France,Y
CCM,XK,Corse-Mediterranee,CORSICA,France,Y
COZ,F5,Cosmic Air,COSMIC AIR,Nepal,N
CHI,,Cougar Helicopters,COUGAR,Canada,N
MGB,,Coulson Flying Service,MOCKINGBIRD,United Kingdom,N
NSW,,Country Connection Airlines,,Australia,N
CIK,,Country International Airlines,COUNTRY AIR,Kyrgyzstan,N
CSD,,Courier Services,DELIVERY,United States,N
CUT,,Court Helicopters,COURT AIR,South Africa,N
CVL,,Coval Air,COVAL,Canada,N
COW,,Cowi,COWI,Netherlands,N
COY,,Coyne Aviation,COYNE AIR,United Kingdom,N
CFD,,Cranfield University,AERONAUT,United Kingdom,N
CRE,,Cree Airways,CREE AIR,Canada,N
ELM,,Crelam,CRELAM,Mexico,N
CAN,,Crest Aviation,CREST,United Kingdom,Y
KRM,,Crimea Universal Avia,TRANS UNIVERSAL,Ukraine,N
CTN,OU,Croatia Airlines,CROATIA,Croatia,Y
HRZ,,Croatian Air Force,CROATIAN AIRFORCE,Croatia,N
CRX,,Cross Aviation,CROSSAIR,United Kingdom,N
ECC,QE,Crossair Europe,Cigogne,Switzerland,N
CWX,,Crow Executive Air,CROW EXPRESS,United States,N
CKR,,Crown Air Systems,CROWN AIR,United States,N
CRO,,Crown Airways,CROWN AIRWAYS,United States,Y
CRW,,Crownair,REGAL,Canada,N
VCR,,Cruiser Linhas Aereas,VOE CRUISER,Brazil,N
CTY,,Cryderman Air Service,CENTURY,United States,N
CYT,,Crystal Shamrock,CRYSTAL-AIR,United States,N
CUB,CU,Cubana de Aviación,CUBANA,Cuba,Y
CBL,,Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States,N
CTT,,Custom Air Transport,CATT,United States,N
RGN,,Cygnus Air,CYGNUS AIR,Spain,N
CYC,,Cyprair Tours,CYPRAIR,Cyprus,N
CYS,,Cypress Airlines,SKYBIRD,Canada,N
CYP,CY,Cyprus Airways,CYPRUS,Cyprus,Y
CEF,,Czech Air Force,CZECH AIR FORCE,Czech Republic,N
AHD,,Czech Air Handling,AIRHANDLING,Czech Republic,N
CSA,OK,Czech Airlines,CSA-LINES,Czech Republic,Y
CIE,,Czech Government Flying Service,CZECHIA,Czech Republic,N
DDA,,D & D Aviation,DUSTY,United States,N
DNK,,D&K Aviation,DIRECT JET,United States,N
DHE,,DAP Helicopteros,HELIDAP,Chile,N
VLF,,DFS UK Limited,VOLANTE,United Kingdom,N
DSR,WD,DAS Air Cargo,DAIRAIR,Uganda,N
RKC,,DAS Airlines,DAS CONGO,Democratic Republic of the Congo,N
DTR,DX,DAT Danish Air Transport,DANISH,Denmark,Y
ENT,,DAT Enterprise Limited,DATENT,United Kingdom,N
BDN,,DERA Boscombe Down,GAUNTLET,United Kingdom,N
DSN,,DESNA,DESNA,Ukraine,N
DET,,DETA Air,SAMAL,Kazakhstan,N
DGO,,DGO Jet,DGO JET,Mexico,N
DAE,,DHL Aero Expreso,YELLOW,Panama,N
DHK,,DHL Air,WORLD EXPRESS,United Kingdom,N
DHV,,DHL Aviation,WORLDSTAR,South Africa,N
DHX,ES,DHL International,DILMUN,Bahrain,N
JOS,L3,DHL de Guatemala,,Guatemala,N
RSK,,DSWA,REDSKIN,United States,N
DAO,D3,Daallo Airlines,DALO AIRLINES,Djibouti,Y
DAG,N2,Dagestan Airlines,DAGAL,Russia,N
DHA,,Dahla Airlines,,Democratic Republic of Congo,N
DCS,,Daimler Chrysler Aviation,TWIN STAR,Germany,N
DCX,,Daimler-Chrysler,DAIMLER,United States,N
DKA,,Daka,,Kazakhstan,N
DLR,,Dala Air Services,DALA AIR,Nigeria,N
KHB,H8,Dalavia,DALAVIA,Russia,Y
DXP,,Dallas Express Airlines,DALLAS EXPRESS,United States,N
DAS,,Damascene Airways,AIRDAM,Syrian Arab Republic,N
DSA,,Danbury Airways,DANBURY AIRWAYS,United States,N
DOP,,Dancopter,DANCOPTER,Denmark,N
DAF,,Danish Air Force,DANISH AIRFORCE,Denmark,N
DAR,,Danish Army,DANISH ARMY,Denmark,N
DNY,,Danish Navy,DANISH NAVY,Denmark,N
DNU,,Danu Oro Transportas,DANU,Lithuania,N
DRT,,Darta,DARTA,France,N
DWT,0D,Darwin Airline,DARWIN,Switzerland,Y
DSQ,,Dasab Airlines,DASAB AIR,Uganda,N
DSH,,Dash Air Charter,DASH CHARTER,United States,N
GOB,,Dash Aviation,PILGRIM,United Kingdom,N
DGX,,Dasnair,DASNA,Switzerland,N
DAB,,Dassault Aviation,,France,N
CVF,,Dassault Falcon Jet Corporation,CLOVERLEAF,United States,N
DSO,,Dassault Falcon Service,DASSAULT,France,N
DTN,,Data International,DATA AIR,Sudan,N
XDT,,Date Transformation Corp,,United States,N
DAU,D5,Dauair,DAUAIR,Germany,N
DCO,,David Crawshaw Consultants Limited,,United Kingdom,N
DWN,,Dawn Air,DAWN AIR,United States,N
DJS,,DayJet,DAYJET,United States,N
DAY,,Daya Aviation,DAYA,Sri Lanka,N
DHC,,De Havilland,DEHAVILLAND,Canada,N
IAY,,Deadalos Flugtbetriebs,IASON,Austria,N
DAA,,Decatur Aviation,DECUR,United States,N
DKN,,Deccan Aviation,DECCAN,India,N
DLK,,Deccan Aviation (Lanka),DEKKANLANKA,Sri Lanka,N
DER,,Deer Jet,DEER JET,China,N
JDC,,Deere and Company,JOHN DEERE,United States,N
DWR,,Delaware Skyways,DELAWARE,United States,N
DEA,,Delta Aerotaxi,JET SERVICE,Italy,Y
SNO,,Delta Air Charter,SNOWBALL,Canada,N
ELJ,,Delta Air Elite,ELITE JET,United States,N
DAL,DL,Delta Air Lines,DELTA,United States,Y
KMB,,Delta Engineering Aviation,KEMBLEJET,United Kingdom,N
DLI,,Delta Express International,DELTA EXPRESS,Ukraine,N
DSU,,Delta State University,DELTA STATE,United States,N
DNM,,Denim Air,DENIM,Netherlands,Y
FEC,,Denver Express,FALCON EXPRESS,United States,N
DJT,,Denver Jet,DENVER JET,United States,N
FGC,,Departmento De Agricultura De La Generalitat De Cataluna,FORESTALES,Spain,N
DRY,,Deraya Air Taxi,DERAYA,Indonesia,N
DRX,,Des R Cargo Express,,Mauritania,N
MIZ,,Desarrollo Milaz,MILAZ,Mexico,N
DTY,,Destiny Air Services,DESTINY,Sierra Leone,N
AMB,1I,Deutsche Rettungsflugwacht,CIVIL AIR AMBULANCE,Germany,N
LFO,,Deutsches Zentrum fur Luft-und Raumfahrt EV,LUFO,Germany,N
DIS,,Di Air,DI AIR,Serbia,N
SPK,,Diamond Aviation,SPARKLE,United States,N
DRB,,Didier Rousset Buy,DIDIER,Chile,N
DGT,,Digital Equipment Corporation,DIGITAL,United States,N
RDN,D7,Dinar,AERO DINAR,Argentina,N
DIP,,Diplomatic Freight Services,DIPFREIGHT,United Kingdom,N
ENA,,Direccion General de Aviacion Civil y Telecomunicasciones,ENA,Spain,N
DIA,,Direct Air,BLUE SKY,United States,N
XAP,,Direct Air trading as Midway Connection,MID-TOWN,United States,N
DCT,,Direct Flight,,United Kingdom,N
SXP,,Sky Express,EXPRESS SKY,Poland,N
DIR,AW,Dirgantara Air Service,DIRGANTARA,Indonesia,N
DCV,,Discover Air,DISCOVER,United States,N
DVA,DH,Discovery Airways,DISCOVERY AIRWAYS,United States,N
XDS,,Dispatch Services,,United States,N
DIX,,Dix Aviation,DIX FLIGHT,Germany,N
DEE,,Dixie Airways,TACAIR,United States,N
DJB,D8,Djibouti Airlines,DJIBOUTI AIR,Djibouti,Y
UDN,,Dniproavia,DNIEPRO,Ukraine,Y
FDN,,Flying Dolphin Airlines,FLYING DOLPHIN,United Arab Emirates,N
IXX,,Dolphin Express Airlines,ISLAND EXPRESS,United States,N
DPL,,Dome Petroleum,DOME,Canada,N
MYO,,Dominguez Toledo (Grupo Mayoral),MAYORAL,Spain,N
DOA,DO,Dominicana de Aviaci,DOMINICANA,Dominican Republic,Y
DMO,E3,Domodedovo Airlines,DOMODEDOVO,Russia,Y
DVB,,Don Avia,DONSEBAI,Kazakhstan,N
DON,,Donair Flying Club,DONAIR,United Kingdom,N
UDC,5D,DonbassAero,DONBASS AERO,Ukraine,Y
DAD,,Dorado Air,DORADO AIR,Dominican Republic,N
DOR,,Dornier,DORNIER,Germany,N
DAV,,Dornier Aviation Nigeria,DANA AIR,Nigeria,N
DOM,,Dos Mundos,DOS MUNDOS,Dominican Republic,N
HDA,KA,Dragonair,Hong Kong Dragon Airlines,DRAGON,Y
DCA,,Dreamcatcher Airways,DREAM CATCHER,United Kingdom,N
DRK,KB,Druk Air,ROYAL BHUTAN,Bhutan,Y
DRE,,Drummond Island Air,MICHIGAN,United States,N
DUB,,Dubai Airwing,DUBAI,United Arab Emirates,N
DBK,,Dubrovnik Air,SEAGULL,Croatia,Y
DUK,,Ducair,LION KING,Luxembourg,N
DBJ,,Duchess of Britany (Jersey) Limited,DUCHESS,United Kingdom,N
LPD,,UK Royal/HRH Duke of York,LEOPARD,United Kingdom,N
DUN,,Dun'Air,DUNAIR,Mauritania,N
PHD,,Duncan Aviation,PANHANDLE,United States,N
VVF,,Dunyaya Bakis Hava Tasimaciligi,WORLDFOCUS,Turkey,N
DUO,,Duo Airways,FLY DUO,United Kingdom,N
DJE,,Durango Jet,DURANGO JET,Mexico,N
DNL,,Dutch Antilles Express,DUTCH ANTILLES,Netherlands Antilles,Y
DCE,,Dutch Caribbean Express,DUTCH CARIBBEAN,Netherlands Antilles,N
DBR,,Dutchbird,DUTCHBIRD,Netherlands,N
DFS,,Dwyer Aircraft Services,DWYAIR,United States,N
XDY,,Dynair Services,,United States,N
DNR,,Dynamair Aviation,DYNAMAIR,Canada,N
DYE,,Dynamic Air,DYNAMIC,Netherlands,N
BAG,DI,dba,SPEEDWAY,Germany,Y
EHD,,E H Darby Aviation,PLATINUM AIR,United States,N
EAD,,EAA Escola De Aviacao Aerocondor,AERO-ESCOLA,Portugal,N
EXW,,Executive Airlines Services,ECHOLINE,Nigeria,N
EFS,,EFAOS- Agencia De Viagens e Turismo,EFAOS,Angola,N
EFD,,EFD Eisele Flugdienst,EVER FLIGHT,Germany,N
FSD,,EFS-Flugservice,FLUGSERVICE,Germany,N
EIS,,EIS Aircraft,COOL,Germany,N
IAG,,EPAG Groupe Air France,EPAG,France,N
ESI,,ESI Eliservizi Italiani,ELISERVIZI,Italy,N
EUY,,EU Airways,EUROAIRWAYS,Ireland,N
EUJ,VE,EUjet,UNION JET,Ireland,N
EVA,BR,EVA Air,EVA,Taiwan,Y
ICR,,Eagle Aero,ICARUS FLIGHTS,United States,N
EGR,,Eagle Air,EAGLE SIERRA,Sierra Leone,N
EGX,,Eagle Air Company,THAI EAGLE,Thailand,N
FEI,,Eagle Air Iceland,ARCTIC EAGLE,Iceland,N
EGU,,Eagle Aviation,AFRICAN EAGLE,Uganda,N
GYP,,Eagle Aviation,GYPSY,United Kingdom,N
EGN,,Eagle Aviation France,FRENCH EAGLE,France,N
SEG,,Eagle International,SEN-EAGLE,Senegal,N
EGJ,,Eagle Jet Charter,EAGLE JET,United States,N
EMD,,Eaglemed (Ballard Aviation),EAGLEMED,United States,N
ERX,,Earth Airlines Services,EARTH AIR,Nigeria,N
UGX,QU,East African,CRANE,Uganda,Y
HSA,S9,East African Safari Air,DUMA,Kenya,N
EXZ,,East African Safari Air Express,TWIGA,Kenya,N
EMU,,East Asia Airlines,,Macao,N
ECT,,East Coast Airways,EASTWAY,South Africa,N
ECJ,,East Coast Jets,EASTCOAST JET,United States,N
EHA,,East Hampton Aire,AIRE HAMPTON,United States,N
EKC,,East Kansas City Aviation,BLUE GOOSE,United States,N
CTK,,East Midlands Helicopters,COSTOCK,United Kingdom,N
DXH,,East Star Airlines,EAST STAR,China,N
EWA,,East-West Airlines,EASTWEST,Australia,N
EAZ,,Eastern Air,EASAIR,Zambia,N
EAX,,Eastern Air Executive,EASTEX,United Kingdom,N
EZE,T3,Eastern Airways,EASTFLIGHT,United Kingdom,Y
EAQ,,Eastern Australia Airlines,,Australia,N
ECI,,Eastern Carolina Aviation,EASTERN CAROLINA,United States,N
GNS,,Eastern Executive Air Charter,GENESIS,United Kingdom,N
LIS,,Eastern Express,LARISA,Kazakhstan,N
EME,,Eastern Metro Express,EMAIR,United States,N
EPB,,Eastern Pacific Aviation,EAST PAC,Canada,N
ESJ,,Eastern Sky Jets,EASTERN SKYJETS,United Arab Emirates,N
ELA,DK,Eastland Air,,Australia,Y
SGR,W9,Eastwind Airlines,STINGER,United States,N
FYE,,Easy Link Aviation Services,FLYME,Nigeria,N
CMN,,Eckles Aircraft,CIMMARON AIRE,United States,N
EJT,,Eclipse Aviation,ECLIPSE JET,United States,N
ECQ,,Eco Air,SKYBRIDGE,Nigeria,N
DEI,,Ecoair,,Algeria,N
ECX,,Ecomex Air Cargo,AIR ECOMEX,Angola,N
ECD,,Ecotour,ECOTOUR,Mexico,N
XCC,,Ecoturistica de Xcalak,XCALAK,Mexico,N
ECV,,Ecuatoguineana De Aviacion (EGA),EQUATOGUINEA,Equatorial Guinea,N
EQC,,Ecuatorial Cargo,ECUA-CARGO,Equatorial Guinea,N
ECU,,Ecuavia,ECUAVIA,Ecuador,Y
EDW,WK,Edelweiss Air,EDELWEISS,Switzerland,Y
SLO,,Edgartown Air,SLOW,United States,N
EDC,,Edinburgh Air Charter,SALTIRE,United Kingdom,N
EDJ,,Edwards Jet Center of Montana,EDWARDS,United States,N
EIJ,,Efata Papua Airlines,EFATA,Indonesia,N
MSR,MS,Egyptair,EGYPTAIR,Egypt,Y
MSX,,Egyptair Cargo,EGYPTAIR CARGO,Egypt,N
EGY,,Egyptian Air Force,,Egypt,N
EJX,,Egyptian Aviation,,Egypt,N
EMA,,Egyptian Aviation Company,,Egypt,N
EIX,,Ei Air Exports,AIR EXPORTS,Ireland,N
EIR,,Eirjet,EIRJET,Ireland,N
ELY,LY,El Al Israel Airlines,ELAL,Israel,Y
CMX,,El Caminante Taxi Aereo,EL CAMINANTE,Mexico,N
GLQ,,El Quilada International Aviation,QUILADA,Sudan,N
ELS,,El Sal Air,EL SAL,El Salvador,N
ESC,,El Sol De America,SOLAMERICA,Venezuela,N
BRQ,UZ,El-Buraq Air Transport,BURAQAIR,Libya,Y
ELX,,Elan Express,ELAN,United States,N
LBR,,Elbe Air Transport,MOTION,Germany,N
NLK,,Elbrus-Avia Air Enterprise,ELAVIA,Russia,N
DND,,Eldinder Aviation,DINDER,Sudan,N
PDV,,Elicar,ELICAR,Italy,N
EDO,,Elidolomiti,ELIDOLOMITI,Italy,N
ELB,,Elieuro,ELILOBARDIA,Italy,N
EFG,,Elifriulia,ELIFRIULIA,Italy,N
ELH,,Elilario Italia,LARIO,Italy,N
EOA,,Elilombarda,LOMBARDA,Italy,N
MEE,,Elimediterranea,ELIMEDITERRANEA,Italy,N
VUL,,Elios,ELIOS,Italy,N
IEP,,Elipiu',ELIPIU,Italy,N
RSA,,Elisra Airlines,ESRA,Sudan,N
EAI,,Elite Air,ELAIR,Togo,N
EJD,,Elite Jets,ELITE DUBAI,United Arab Emirates,N
FGS,,Elitellina,ELITELLINA,Italy,N
ELT,,Elliott Aviation,ELLIOT,United States,N
MGG,,Elmagal Aviation Services,ELMAGAL,Sudan,N
ELR,,Elrom Aviation and Investments,,Israel,N
EAM,,Embassy Airlines,EMBASSY AIR,Nigeria,N
EFT,,Embassy Freight Company,EMBASSY FREIGHT,United States,N
EMB,,Empresa Brasileira De Aeronautica,EMBRAER,Brazil,N
XSL,,Embry-Riddle Aeronautical University,SATSLAB,United States,N
JEM,,Emerald Airways,GEMSTONE,United Kingdom,N
EWW,,Emery Worldwide Airlines,EMERY,United States,N
EMT,,Emetebe,EMETEBE,Ecuador,N
UAE,EK,Emirates,EMIRATES,United Arab Emirates,Y
SBC,,Emoyeni Air Charter,SABIAN AIR,South Africa,N
EMP,,Empire Air Service,EMPIRE,United States,N
CFS,EM,Empire Airlines,EMPIRE AIR,United States,N
